,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2014/11/2,4,11,48,0,1023,西北风,315,18,57
CN101190801,2014/11/2,5,10,42,0,1023,西北风,316,18,88
CN101190801,2014/11/2,6,10,41,0,1024,西北风,315,18,44
CN101190801,2014/11/2,7,11,41,0,1024,西北风,315,18,0
CN101190801,2014/11/2,8,11,40,0,1025,西北风,314,19,0
CN101190801,2014/11/2,9,12,35,0,1026,西北风,322,20,0
CN101190801,2014/11/2,10,14,30,0,1026,西北风,331,22,0
CN101190801,2014/11/2,11,15,25,0,1026,西北风,340,23,0
CN101190801,2014/11/2,12,15,24,0,1026,西北风,338,23,0
CN101190801,2014/11/2,13,15,23,0,1026,西北风,336,23,0
CN101190801,2014/11/2,14,15,22,0,1025,西北风,334,22,0
CN101190801,2014/11/2,15,15,24,0,1025,西北风,336,19,0
CN101190801,2014/11/2,16,15,27,0,1025,西北风,338,16,0
CN101190801,2014/11/2,17,15,30,0,1026,西北风,339,12,0
CN101190801,2014/11/2,18,14,31,0,1026,西北风,341,11,0
CN101190801,2014/11/2,19,14,32,0,1026,西北风,342,10,0
CN101190801,2014/11/2,20,13,34,0,1027,西北风,344,8,0
CN101190801,2014/11/2,21,12,34,0,1027,西北风,339,7,0
CN101190801,2014/11/2,22,12,35,0,1027,西北风,335,6,0
CN101190801,2014/11/2,23,12,36,0,1027,西北风,331,5,0
CN101190801,2014/11/3,0,12,36,0,1027,西北风,311,5,0
CN101190801,2014/11/3,1,12,37,0,1026,西北风,290,5,0
CN101190801,2014/11/3,2,12,38,0,1026,西风,270,5,0
CN101190801,2014/11/3,3,11,40,0,1025,西风,271,5,0
CN101190801,2014/11/3,4,11,43,0,1025,西风,271,4,0
CN101190801,2014/11/3,5,10,45,0,1024,西风,272,4,0
CN101190801,2014/11/3,6,11,44,0,1025,西风,266,4,0
CN101190801,2014/11/3,7,12,43,0,1025,西风,259,5,0
CN101190801,2014/11/3,8,13,42,0,1026,西南风,253,5,0
CN101190801,2014/11/3,9,15,38,0,1026,西南风,248,5,0
CN101190801,2014/11/3,10,16,33,0,1026,西南风,244,6,0
CN101190801,2014/11/3,11,17,29,0,1026,西南风,240,6,0
CN101190801,2014/11/3,12,18,28,0,1025,西南风,241,6,0
CN101190801,2014/11/3,13,19,26,0,1024,西南风,243,6,0
CN101190801,2014/11/3,14,20,24,0,1023,西南风,245,5,0
CN101190801,2014/11/3,15,19,29,0,1023,西南风,228,5,0
CN101190801,2014/11/3,16,19,33,0,1023,西南风,211,5,0
CN101190801,2014/11/3,17,18,37,0,1023,西南风,194,5,0
CN101190801,2014/11/3,18,17,37,0,1023,南风,187,6,2
CN101190801,2014/11/3,19,16,37,0,1023,南风,181,7,9
CN101190801,2014/11/3,20,15,37,0,1023,南风,174,7,1
CN101190801,2014/11/3,21,14,37,0,1023,南风,175,8,0
CN101190801,2014/11/3,22,14,38,0,1023,南风,175,8,0
CN101190801,2014/11/3,23,13,39,0,1023,南风,175,8,0
CN101190801,2014/11/4,0,12,41,0,1023,南风,174,8,0
CN101190801,2014/11/4,1,12,42,0,1022,南风,173,8,0
CN101190801,2014/11/4,2,12,44,0,1022,南风,172,8,0
CN101190801,2014/11/4,3,11,46,0,1022,南风,172,9,0
CN101190801,2014/11/4,4,11,48,0,1022,南风,172,9,0
CN101190801,2014/11/4,5,10,51,0,1021,南风,173,9,0
CN101190801,2014/11/4,6,11,50,0,1022,南风,171,9,0
CN101190801,2014/11/4,7,12,49,0,1022,南风,170,9,0
CN101190801,2014/11/4,8,12,48,0,1022,南风,169,9,0
CN101190801,2014/11/4,9,14,44,0,1022,南风,173,11,0
CN101190801,2014/11/4,10,16,39,0,1022,南风,178,12,0
CN101190801,2014/11/4,11,17,34,0,1022,南风,182,13,0
CN101190801,2014/11/4,12,18,32,0,1021,南风,186,13,0
CN101190801,2014/11/4,13,19,30,0,1020,南风,190,12,0
CN101190801,2014/11/4,14,19,29,0,1019,西南风,194,12,2
CN101190801,2014/11/4,15,19,32,0,1019,南风,189,11,7
CN101190801,2014/11/4,16,19,36,0,1019,南风,184,9,63
CN101190801,2014/11/4,17,19,39,0,1019,南风,179,8,23
CN101190801,2014/11/4,18,18,40,0,1019,南风,175,8,13
CN101190801,2014/11/4,19,17,42,0,1019,南风,172,9,73
CN101190801,2014/11/4,20,17,43,0,1019,东南风,168,9,100
CN101190801,2014/11/4,21,15,45,0,1020,南风,173,9,98
CN101190801,2014/11/4,22,14,46,0,1020,南风,178,9,89
CN101190801,2014/11/4,23,13,48,0,1020,南风,183,9,87
CN101190801,2014/11/5,0,12,51,0,1020,南风,182,8,92
CN101190801,2014/11/5,1,12,53,0,1020,南风,181,8,98
CN101190801,2014/11/5,2,12,56,0,1020,南风,179,7,92
CN101190801,2014/11/5,3,11,56,0,1020,南风,179,7,98
CN101190801,2014/11/5,4,11,56,0,1019,南风,179,7,100
CN101190801,2014/11/5,5,10,56,0,1019,南风,178,7,99
CN101190801,2014/11/5,6,11,56,0,1019,南风,179,6,100
CN101190801,2014/11/5,7,12,55,0,1020,南风,180,6,100
CN101190801,2014/11/5,8,13,55,0,1020,南风,180,5,100
CN101190801,2014/11/5,9,14,52,0,1020,南风,182,5,99
CN101190801,2014/11/5,10,15,50,0,1020,南风,185,4,98
CN101190801,2014/11/5,11,17,47,0,1020,南风,187,4,99
CN101190801,2014/11/5,12,17,48,0,1020,西南风,205,6,94
CN101190801,2014/11/5,13,17,49,0,1020,西南风,224,9,93
CN101190801,2014/11/5,14,17,50,0,1019,西南风,243,11,52
CN101190801,2014/11/5,15,16,54,0,1020,西南风,246,10,1
CN101190801,2014/11/5,16,15,58,0,1020,西南风,250,8,0
CN101190801,2014/11/5,17,14,62,0,1020,西南风,253,7,0
CN101190801,2014/11/5,18,14,63,0,1020,西风,260,7,0
CN101190801,2014/11/5,19,13,64,0,1021,西风,266,7,0
CN101190801,2014/11/5,20,13,65,0,1021,西风,272,7,0
CN101190801,2014/11/5,21,12,69,0,1022,西风,276,7,0
CN101190801,2014/11/5,22,12,73,0,1022,西风,280,7,0
CN101190801,2014/11/5,23,11,77,0,1022,西北风,284,7,5
CN101190801,2014/11/6,0,11,78,0,1022,西北风,292,8,0
CN101190801,2014/11/6,1,12,79,0,1023,西北风,301,9,0
CN101190801,2014/11/6,2,13,80,0,1023,西北风,309,10,0
CN101190801,2014/11/6,3,12,80,0,1023,西北风,312,9,0
CN101190801,2014/11/6,4,12,81,0,1023,西北风,315,9,0
CN101190801,2014/11/6,5,12,81,0,1023,西北风,318,8,0
CN101190801,2014/11/6,6,12,78,0,1024,西北风,327,8,0
CN101190801,2014/11/6,7,13,75,0,1024,西北风,336,7,0
CN101190801,2014/11/6,8,13,72,0,1025,西北风,345,7,0
CN101190801,2014/11/6,9,15,62,0,1026,西南风,240,8,0
CN101190801,2014/11/6,10,17,53,0,1026,东南风,135,9,0
CN101190801,2014/11/6,11,18,43,0,1027,东北风,30,9,15
CN101190801,2014/11/6,12,19,38,0,1026,东北风,39,11,68
CN101190801,2014/11/6,13,20,32,0,1026,东北风,47,12,76
CN101190801,2014/11/6,14,20,26,0,1025,东北风,56,13,82
CN101190801,2014/11/6,15,19,30,0,1025,东北风,60,13,69
CN101190801,2014/11/6,16,18,35,0,1026,东北风,64,12,21
CN101190801,2014/11/6,17,17,39,0,1026,东北风,68,11,44
CN101190801,2014/11/6,18,15,45,0,1026,东北风,68,13,8
CN101190801,2014/11/6,19,14,51,0,1027,东北风,68,15,25
CN101190801,2014/11/6,20,13,57,0,1028,东北风,68,17,20
CN101190801,2014/11/6,21,12,58,0,1028,东北风,67,17,14
CN101190801,2014/11/6,22,11,59,0,1029,东北风,66,17,32
CN101190801,2014/11/6,23,10,60,0,1030,东北风,66,17,76
CN101190801,2014/11/7,0,9,62,0,1029,东北风,68,16,100
CN101190801,2014/11/7,1,9,64,0,1029,东北风,70,16,100
CN101190801,2014/11/7,2,8,66,0,1029,东北风,73,15,100
CN101190801,2014/11/7,3,8,66,0,1029,东北风,72,15,100
CN101190801,2014/11/7,4,7,65,0,1029,东北风,72,15,100
CN101190801,2014/11/7,5,7,65,0,1030,东北风,72,15,100
CN101190801,2014/11/7,6,7,64,0,1030,东北风,73,17,100
CN101190801,2014/11/7,7,7,62,0,1030,东北风,74,18,100
CN101190801,2014/11/7,8,8,60,0,1031,东北风,76,19,100
CN101190801,2014/11/7,9,9,55,0,1031,东北风,76,18,100
CN101190801,2014/11/7,10,10,51,0,1031,东北风,77,17,100
CN101190801,2014/11/7,11,12,46,0,1031,东北风,78,17,100
CN101190801,2014/11/7,12,13,44,0,1030,东北风,75,16,100
CN101190801,2014/11/7,13,13,42,0,1029,东北风,73,15,100
CN101190801,2014/11/7,14,14,40,0,1029,东北风,71,14,100
CN101190801,2014/11/7,15,14,43,0,1029,东北风,69,13,100
CN101190801,2014/11/7,16,13,45,0,1029,东北风,67,12,100
CN101190801,2014/11/7,17,13,48,0,1029,东北风,65,11,100
CN101190801,2014/11/7,18,12,50,0,1029,东北风,71,11,100
CN101190801,2014/11/7,19,12,52,0,1029,东北风,78,11,100
CN101190801,2014/11/7,20,11,54,0,1030,东风,84,11,100
CN101190801,2014/11/7,21,10,56,0,1030,东风,84,11,100
CN101190801,2014/11/7,22,10,58,0,1030,东风,85,12,100
CN101190801,2014/11/7,23,10,59,0,1030,东风,85,12,100
CN101190801,2014/11/8,0,9,58,0,1029,东风,87,10,97
CN101190801,2014/11/8,1,9,57,0,1029,东风,89,9,92
CN101190801,2014/11/8,2,9,56,0,1029,东风,91,7,68
CN101190801,2014/11/8,3,9,58,0,1029,东风,82,7,18
CN101190801,2014/11/8,4,9,60,0,1028,东北风,72,8,19
CN101190801,2014/11/8,5,9,61,0,1028,东北风,63,8,19
CN101190801,2014/11/8,6,9,61,0,1028,东北风,66,8,11
CN101190801,2014/11/8,7,9,60,0,1029,东北风,70,8,10
CN101190801,2014/11/8,8,10,60,0,1029,东北风,73,8,6
CN101190801,2014/11/8,9,11,57,0,1029,东北风,74,8,7
CN101190801,2014/11/8,10,12,53,0,1029,东北风,75,7,0
CN101190801,2014/11/8,11,14,50,0,1029,东北风,76,7,0
CN101190801,2014/11/8,12,15,48,0,1028,东北风,73,6,0
CN101190801,2014/11/8,13,16,46,0,1027,东北风,70,6,0
CN101190801,2014/11/8,14,17,44,0,1027,东北风,67,5,0
CN101190801,2014/11/8,15,17,47,0,1027,东北风,67,5,0
CN101190801,2014/11/8,16,16,50,0,1027,东北风,66,5,0
CN101190801,2014/11/8,17,16,53,0,1027,东北风,66,5,0
CN101190801,2014/11/8,18,14,54,0,1027,东北风,73,6,0
CN101190801,2014/11/8,19,13,56,0,1027,东风,80,6,3
CN101190801,2014/11/8,20,12,57,0,1027,东风,87,6,1
CN101190801,2014/11/8,21,12,60,0,1028,东风,95,6,5
CN101190801,2014/11/8,22,11,63,0,1028,东南风,104,5,15
CN101190801,2014/11/8,23,11,67,0,1028,东南风,113,5,31
CN101190801,2014/11/9,0,10,69,0,1028,东南风,121,3,43
CN101190801,2014/11/9,1,10,71,0,1028,东南风,129,2,69
CN101190801,2014/11/9,2,9,73,0,1028,东南风,137,1,82
CN101190801,2014/11/9,3,9,72,0,1028,东南风,109,1,76
CN101190801,2014/11/9,4,9,70,0,1028,东风,81,2,32
CN101190801,2014/11/9,5,9,69,0,1028,东北风,53,3,11
CN101190801,2014/11/9,6,10,67,0,1028,东北风,57,3,11
CN101190801,2014/11/9,7,11,64,0,1028,东北风,62,3,7
CN101190801,2014/11/9,8,12,61,0,1028,东北风,67,3,8
CN101190801,2014/11/9,9,14,55,0,1028,东北风,62,3,0
CN101190801,2014/11/9,10,15,48,0,1028,东北风,58,3,10
CN101190801,2014/11/9,11,16,42,0,1028,东北风,54,2,7
CN101190801,2014/11/9,12,17,39,0,1027,东北风,53,2,11
CN101190801,2014/11/9,13,18,37,0,1026,东北风,51,2,29
CN101190801,2014/11/9,14,19,34,0,1026,东北风,50,3,22
CN101190801,2014/11/9,15,18,38,0,1026,东北风,60,3,0
CN101190801,2014/11/9,16,18,42,0,1025,东北风,70,3,4
CN101190801,2014/11/9,17,17,46,0,1025,东风,80,3,0
CN101190801,2014/11/9,18,16,47,0,1025,东风,86,4,0
CN101190801,2014/11/9,19,15,48,0,1026,东风,91,4,1
CN101190801,2014/11/9,20,13,49,0,1026,东风,97,4,5
CN101190801,2014/11/9,21,13,51,0,1026,东南风,108,4,2
CN101190801,2014/11/9,22,12,52,0,1026,东南风,119,4,8
CN101190801,2014/11/9,23,12,54,0,1026,东南风,130,3,59
CN101190801,2014/11/10,0,11,57,0,1026,东南风,114,3,25
CN101190801,2014/11/10,1,10,60,0,1026,东风,98,2,3
CN101190801,2014/11/10,2,10,63,0,1025,东风,82,1,19
CN101190801,2014/11/10,3,10,63,0,1025,东风,83,2,21
CN101190801,2014/11/10,4,9,63,0,1025,东风,83,2,5
CN101190801,2014/11/10,5,9,62,0,1025,东风,83,2,5
CN101190801,2014/11/10,6,10,61,0,1025,东风,80,2,13
CN101190801,2014/11/10,7,11,59,0,1025,东北风,77,2,94
CN101190801,2014/11/10,8,12,57,0,1026,东北风,73,3,100
CN101190801,2014/11/10,9,14,51,0,1025,东风,84,3,100
CN101190801,2014/11/10,10,15,44,0,1025,东风,95,3,100
CN101190801,2014/11/10,11,17,38,0,1025,东南风,105,4,98
CN101190801,2014/11/10,12,17,36,0,1024,东南风,119,4,97
CN101190801,2014/11/10,13,18,34,0,1024,东南风,132,4,85
CN101190801,2014/11/10,14,18,32,0,1023,东南风,145,5,91
CN101190801,2014/11/10,15,18,37,0,1022,东南风,151,4,95
CN101190801,2014/11/10,16,17,42,0,1022,东南风,158,4,99
CN101190801,2014/11/10,17,17,47,0,1022,东南风,164,3,96
CN101190801,2014/11/10,18,16,46,0,1022,东南风,161,4,92
CN101190801,2014/11/10,19,16,46,0,1022,东南风,159,5,84
CN101190801,2014/11/10,20,15,45,0,1022,东南风,156,5,19
CN101190801,2014/11/10,21,14,47,0,1022,东南风,161,6,30
CN101190801,2014/11/10,22,13,49,0,1022,东南风,167,6,41
CN101190801,2014/11/10,23,13,50,0,1022,南风,173,7,97
CN101190801,2014/11/11,0,13,51,0,1022,南风,184,7,94
CN101190801,2014/11/11,1,12,51,0,1022,西南风,195,7,94
CN101190801,2014/11/11,2,12,52,0,1022,西南风,207,7,96
CN101190801,2014/11/11,3,12,54,0,1021,西南风,211,7,95
CN101190801,2014/11/11,4,11,55,0,1021,西南风,215,7,70
CN101190801,2014/11/11,5,11,57,0,1021,西南风,219,8,31
CN101190801,2014/11/11,6,12,58,0,1021,西南风,224,8,31
CN101190801,2014/11/11,7,12,59,0,1021,西南风,229,8,28
CN101190801,2014/11/11,8,13,61,0,1021,西南风,234,8,53
CN101190801,2014/11/11,9,14,58,0,1021,西南风,234,9,93
CN101190801,2014/11/11,10,16,56,0,1020,西南风,234,11,100
CN101190801,2014/11/11,11,17,53,0,1020,西南风,235,13,98
CN101190801,2014/11/11,12,18,50,0,1019,西南风,244,15,100
CN101190801,2014/11/11,13,19,47,0,1018,西南风,253,16,100
CN101190801,2014/11/11,14,20,44,0,1017,西风,262,17,100
CN101190801,2014/11/11,15,19,46,0,1017,西风,269,15,100
CN101190801,2014/11/11,16,18,48,0,1018,西风,276,14,99
CN101190801,2014/11/11,17,18,49,0,1018,西北风,282,12,96
CN101190801,2014/11/11,18,17,51,0,1018,西北风,282,12,30
CN101190801,2014/11/11,19,16,53,0,1018,西风,281,11,3
CN101190801,2014/11/11,20,14,54,0,1019,西风,280,11,0
CN101190801,2014/11/11,21,14,54,0,1019,西北风,295,12,1
CN101190801,2014/11/11,22,13,53,0,1020,西北风,310,13,2
CN101190801,2014/11/11,23,12,53,0,1021,西北风,325,14,3
CN101190801,2014/11/12,0,12,55,0,1021,西北风,332,13,15
CN101190801,2014/11/12,1,12,58,0,1022,西北风,340,13,13
CN101190801,2014/11/12,2,12,61,0,1022,西北风,348,12,0
CN101190801,2014/11/12,3,12,61,0,1022,西北风,344,11,0
CN101190801,2014/11/12,4,11,62,0,1023,西北风,340,11,0
CN101190801,2014/11/12,5,11,63,0,1023,西北风,336,10,0
CN101190801,2014/11/12,6,11,61,0,1024,西北风,331,11,0
CN101190801,2014/11/12,7,11,59,0,1025,西北风,325,11,0
CN101190801,2014/11/12,8,11,58,0,1026,西北风,319,12,0
CN101190801,2014/11/12,9,12,49,0,1026,西北风,326,15,0
CN101190801,2014/11/12,10,12,40,0,1026,西北风,332,17,2
CN101190801,2014/11/12,11,13,31,0,1027,西北风,338,19,1
CN101190801,2014/11/12,12,14,29,0,1026,西北风,338,20,0
CN101190801,2014/11/12,13,14,27,0,1026,西北风,338,20,2
CN101190801,2014/11/12,14,14,25,0,1026,西北风,338,21,29
CN101190801,2014/11/12,15,14,26,0,1026,西北风,340,19,35
CN101190801,2014/11/12,16,13,27,0,1026,西北风,342,17,0
CN101190801,2014/11/12,17,13,28,0,1027,西北风,345,15,0
CN101190801,2014/11/12,18,12,29,0,1028,西南风,235,14,0
CN101190801,2014/11/12,19,11,29,0,1028,东南风,125,12,0
CN101190801,2014/11/12,20,10,30,0,1029,东北风,16,11,0
CN101190801,2014/11/12,21,10,30,0,1029,东北风,28,10,0
CN101190801,2014/11/12,22,10,30,0,1030,东北风,41,9,0
CN101190801,2014/11/12,23,9,30,0,1030,东北风,53,8,0
CN101190801,2014/11/13,0,9,32,0,1030,东北风,65,7,1
CN101190801,2014/11/13,1,10,33,0,1029,东北风,76,7,5
CN101190801,2014/11/13,2,10,35,0,1029,东风,87,6,11
CN101190801,2014/11/13,3,9,35,0,1028,东风,96,7,7
CN101190801,2014/11/13,4,8,36,0,1028,东南风,105,7,1
CN101190801,2014/11/13,5,8,36,0,1028,东南风,114,8,0
CN101190801,2014/11/13,6,8,37,0,1029,东南风,124,8,0
CN101190801,2014/11/13,7,8,38,0,1029,东南风,134,9,0
CN101190801,2014/11/13,8,8,39,0,1029,东南风,144,9,0
CN101190801,2014/11/13,9,9,36,0,1029,东南风,150,10,0
CN101190801,2014/11/13,10,10,32,0,1029,东南风,157,10,0
CN101190801,2014/11/13,11,12,29,0,1029,东南风,163,10,0
CN101190801,2014/11/13,12,13,27,0,1028,南风,174,11,0
CN101190801,2014/11/13,13,15,26,0,1027,南风,185,11,0
CN101190801,2014/11/13,14,16,25,0,1027,西南风,196,11,0
CN101190801,2014/11/13,15,16,28,0,1026,西南风,193,9,0
CN101190801,2014/11/13,16,16,31,0,1026,南风,190,8,0
CN101190801,2014/11/13,17,15,35,0,1026,南风,187,7,0
CN101190801,2014/11/13,18,14,36,0,1026,南风,188,7,0
CN101190801,2014/11/13,19,13,38,0,1026,南风,190,7,0
CN101190801,2014/11/13,20,13,39,0,1026,西南风,191,7,0
CN101190801,2014/11/13,21,12,41,0,1026,西南风,208,7,0
CN101190801,2014/11/13,22,11,43,0,1026,西南风,224,6,0
CN101190801,2014/11/13,23,11,45,0,1026,西南风,241,5,0
CN101190801,2014/11/14,0,10,46,0,1026,西南风,235,4,0
CN101190801,2014/11/14,1,9,46,0,1026,西南风,229,3,0
CN101190801,2014/11/14,2,8,47,0,1026,西南风,223,2,0
CN101190801,2014/11/14,3,8,46,0,1026,东南风,165,3,0
CN101190801,2014/11/14,4,9,45,0,1025,东南风,106,5,0
CN101190801,2014/11/14,5,9,44,0,1025,东北风,48,6,0
CN101190801,2014/11/14,6,9,43,0,1026,东北风,59,6,0
CN101190801,2014/11/14,7,10,42,0,1026,东北风,71,6,0
CN101190801,2014/11/14,8,11,42,0,1027,东风,83,6,0
CN101190801,2014/11/14,9,12,38,0,1027,东风,86,6,0
CN101190801,2014/11/14,10,14,34,0,1027,东风,90,6,0
CN101190801,2014/11/14,11,15,31,0,1028,东风,94,6,81
CN101190801,2014/11/14,12,16,28,0,1027,东风,90,7,100
CN101190801,2014/11/14,13,17,26,0,1027,东风,86,8,99
CN101190801,2014/11/14,14,18,24,0,1026,东风,83,9,100
CN101190801,2014/11/14,15,17,27,0,1026,东风,81,9,100
CN101190801,2014/11/14,16,15,30,0,1026,东风,80,10,100
CN101190801,2014/11/14,17,13,33,0,1027,东北风,78,10,100
CN101190801,2014/11/14,18,12,35,0,1027,东风,82,11,99
CN101190801,2014/11/14,19,11,36,0,1027,东风,85,11,100
CN101190801,2014/11/14,20,10,38,0,1028,东风,89,12,100
CN101190801,2014/11/14,21,10,39,0,1028,东风,90,11,100
CN101190801,2014/11/14,22,10,40,0,1029,东风,91,11,100
CN101190801,2014/11/14,23,10,41,0,1029,东风,92,10,100
CN101190801,2014/11/15,0,9,44,0,1029,东风,93,11,100
CN101190801,2014/11/15,1,9,48,0,1029,东风,95,12,100
CN101190801,2014/11/15,2,9,52,0,1028,东风,97,13,100
CN101190801,2014/11/15,3,9,52,0,1028,东风,96,13,100
CN101190801,2014/11/15,4,9,53,0,1028,东风,94,13,100
CN101190801,2014/11/15,5,8,53,0,1028,东风,92,13,100
CN101190801,2014/11/15,6,9,54,0,1028,东风,94,12,100
CN101190801,2014/11/15,7,9,54,0,1029,东风,95,12,100
CN101190801,2014/11/15,8,10,55,0,1029,东风,97,11,98
CN101190801,2014/11/15,9,10,52,0,1029,东南风,106,11,92
CN101190801,2014/11/15,10,11,49,0,1029,东南风,116,12,97
CN101190801,2014/11/15,11,12,46,0,1029,东南风,126,12,95
CN101190801,2014/11/15,12,13,45,0,1028,东南风,132,12,94
CN101190801,2014/11/15,13,13,44,0,1028,东南风,138,12,89
CN101190801,2014/11/15,14,14,42,0,1027,东南风,144,12,83
CN101190801,2014/11/15,15,13,46,0,1027,东南风,150,10,71
CN101190801,2014/11/15,16,13,49,0,1027,东南风,156,9,38
CN101190801,2014/11/15,17,12,53,0,1027,东南风,162,8,4
CN101190801,2014/11/15,18,11,56,0,1027,东南风,166,8,0
CN101190801,2014/11/15,19,10,60,0,1028,南风,170,8,0
CN101190801,2014/11/15,20,10,64,0,1028,南风,173,8,0
CN101190801,2014/11/15,21,9,66,0,1028,南风,187,7,0
CN101190801,2014/11/15,22,9,68,0,1028,西南风,200,7,0
CN101190801,2014/11/15,23,9,70,0,1028,西南风,213,7,0
CN101190801,2014/11/16,0,8,69,0,1028,西南风,232,7,0
CN101190801,2014/11/16,1,8,67,0,1028,西南风,252,7,0
CN101190801,2014/11/16,2,8,66,0,1028,西风,271,7,6
CN101190801,2014/11/16,3,9,67,0,1028,西风,278,7,47
CN101190801,2014/11/16,4,9,68,0,1028,西北风,285,7,72
CN101190801,2014/11/16,5,10,70,0,1027,西北风,293,6,64
CN101190801,2014/11/16,6,10,68,0,1027,西北风,293,7,45
CN101190801,2014/11/16,7,10,67,0,1028,西北风,294,7,15
CN101190801,2014/11/16,8,11,65,0,1028,西北风,295,8,10
CN101190801,2014/11/16,9,12,61,0,1028,西北风,296,9,16
CN101190801,2014/11/16,10,13,56,0,1028,西北风,297,10,18
CN101190801,2014/11/16,11,14,51,0,1028,西北风,298,11,7
CN101190801,2014/11/16,12,15,47,0,1028,西北风,306,12,2
CN101190801,2014/11/16,13,16,43,0,1027,西北风,314,12,0
CN101190801,2014/11/16,14,16,40,0,1026,西北风,322,13,0
CN101190801,2014/11/16,15,16,40,0,1026,西北风,328,12,15
CN101190801,2014/11/16,16,15,41,0,1026,西北风,335,11,84
CN101190801,2014/11/16,17,15,41,0,1026,西北风,341,10,93
CN101190801,2014/11/16,18,14,40,0,1027,西北风,347,10,72
CN101190801,2014/11/16,19,13,39,0,1028,北风,352,10,1
CN101190801,2014/11/16,20,12,38,0,1028,北风,357,9,50
CN101190801,2014/11/16,21,11,37,0,1028,北风,356,9,39
CN101190801,2014/11/16,22,10,36,0,1029,北风,356,8,38
CN101190801,2014/11/16,23,9,35,0,1029,北风,356,8,10
CN101190801,2014/11/17,0,8,36,0,1029,北风,353,8,0
CN101190801,2014/11/17,1,8,37,0,1030,北风,351,9,84
CN101190801,2014/11/17,2,7,39,0,1030,西北风,349,9,76
CN101190801,2014/11/17,3,7,40,0,1030,北风,351,9,69
CN101190801,2014/11/17,4,6,41,0,1031,北风,353,9,52
CN101190801,2014/11/17,5,6,43,0,1031,北风,355,9,0
CN101190801,2014/11/17,6,7,43,0,1031,西南风,237,8,0
CN101190801,2014/11/17,7,7,44,0,1032,东南风,119,7,0
CN101190801,2014/11/17,8,8,44,0,1032,北风,1,7,0
CN101190801,2014/11/17,9,10,40,0,1032,北风,2,7,0
CN101190801,2014/11/17,10,12,35,0,1032,北风,3,8,0
CN101190801,2014/11/17,11,14,30,0,1033,北风,4,8,0
CN101190801,2014/11/17,12,15,28,0,1032,东南风,120,8,0
CN101190801,2014/11/17,13,15,26,0,1032,西南风,236,9,0
CN101190801,2014/11/17,14,16,24,0,1031,北风,352,9,0
CN101190801,2014/11/17,15,16,27,0,1031,北风,353,8,0
CN101190801,2014/11/17,16,15,30,0,1031,北风,355,6,0
CN101190801,2014/11/17,17,15,33,0,1031,北风,356,5,0
CN101190801,2014/11/17,18,14,34,0,1031,北风,356,5,0
CN101190801,2014/11/17,19,13,36,0,1031,北风,356,5,0
CN101190801,2014/11/17,20,12,37,0,1032,北风,356,4,0
CN101190801,2014/11/17,21,12,38,0,1032,北风,355,4,0
CN101190801,2014/11/17,22,11,39,0,1032,北风,354,4,0
CN101190801,2014/11/17,23,10,40,0,1032,北风,354,4,0
CN101190801,2014/11/18,0,10,40,0,1032,北风,353,4,0
CN101190801,2014/11/18,1,10,40,0,1032,北风,352,4,0
CN101190801,2014/11/18,2,9,41,0,1031,北风,351,4,0
CN101190801,2014/11/18,3,9,41,0,1031,西风,260,4,0
CN101190801,2014/11/18,4,8,42,0,1031,东南风,168,4,0
CN101190801,2014/11/18,5,8,42,0,1031,东北风,77,4,0
CN101190801,2014/11/18,6,8,42,0,1032,东风,93,4,0
CN101190801,2014/11/18,7,9,41,0,1032,东南风,110,4,0
CN101190801,2014/11/18,8,9,41,0,1033,东南风,126,4,0
CN101190801,2014/11/18,9,11,36,0,1032,东南风,133,4,0
CN101190801,2014/11/18,10,13,32,0,1032,东南风,140,5,0
CN101190801,2014/11/18,11,15,28,0,1032,东南风,147,5,0
